Rk,Date,Tm,Opp,Rslt,IP,H,R,ER,BB,SO,HR,UER,Pit,Str,IR,IS,BF,AB,2B,3B,IBB,HBP,SH,SF,GDP,SB,CS,PO,BK,WP,ERA,WPA,RE24,aLI,#,Attendance,GmLen
364,2018-04-29,NYM,SDP,W 14-2,9.0,11,2,2,2,12,0,0,162,116,0,0,40,38,2,0,0,0,0,0,0,1,0,0,0,0,2.00,0.196,2.368,.808,4,34639,209
365,2018-04-29,NYY,LAA,W 2-1,9.0,6,1,1,3,7,0,0,141,90,0,0,37,34,1,0,0,0,0,0,0,1,0,0,0,1,1.00,0.687,3.561,1.816,3,44593,180
366,2018-04-29,OAK,HOU,L 4-8,8.0,7,8,6,3,7,1,2,114,75,2,2,36,29,2,0,0,1,1,1,1,1,0,0,0,1,6.75,-0.456,-4.162,.912,4,39131,166
367,2018-04-29,PHI,ATL,L 1-10,9.0,11,10,10,6,10,2,0,171,103,3,0,46,39,6,1,0,1,0,0,0,3,0,0,0,0,10.00,-0.309,-5.541,.417,4,31010,206
368,2018-04-29,PIT,STL,W 5-0,9.0,3,0,0,1,11,0,0,147,105,0,0,30,29,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.418,4.600,.613,3,14378,171
369,2018-04-29,SDP,NYM,L 2-14,9.0,19,14,14,7,7,3,0,216,134,3,1,53,45,2,0,0,0,1,0,0,4,0,0,0,0,14.00,-0.304,-9.633,.529,5,34639,209
370,2018-04-29,SEA,CLE,W 10-4,9.0,8,4,4,3,9,1,0,148,94,3,2,38,34,3,0,0,1,0,0,0,0,0,0,0,1,4.00,0.137,1.042,1.032,5,17878,181
371,2018-04-29,SFG,LAD,W 4-2,9.0,8,2,2,1,6,0,0,132,84,1,1,34,33,2,0,0,0,0,0,1,1,0,0,0,0,2.00,0.334,2.460,.956,4,42020,160
372,2018-04-29,STL,PIT,L 0-5,8.0,10,5,5,3,8,0,0,147,95,2,2,38,34,0,0,0,1,0,0,0,0,0,0,0,0,5.62,-0.082,-0.911,.840,4,14378,171
373,2018-04-29,TBR,BOS,L 3-4,8.0,7,4,4,3,7,0,0,142,81,5,1,36,30,0,0,0,2,0,1,0,2,0,0,0,0,4.50,-0.170,0.440,1.705,5,32888,181
374,2018-04-29,TEX,TOR,L 2-7,8.0,9,7,6,5,5,3,1,132,79,2,2,36,28,1,0,0,1,0,2,2,0,0,1,0,1,6.75,-0.272,-2.560,.620,4,31669,157
375,2018-04-29,TOR,TEX,W 7-2,9.0,6,2,2,0,12,1,0,123,86,0,0,32,32,2,0,0,0,0,0,0,1,0,0,0,0,2.00,0.227,2.994,.751,3,31669,157
376,2018-04-29,WSN,ARI,W 3-1,9.0,8,1,1,2,10,0,0,136,89,0,0,35,32,2,0,0,0,0,1,2,0,0,0,0,0,1.00,0.455,3.794,1.219,3,30285,169
377,2018-04-28,LAA,NYY,L 1-11,9.0,14,11,7,5,10,0,4,156,101,3,2,48,43,5,1,0,0,0,0,0,0,0,0,0,1,7.00,-0.452,-6.440,.242,5,44649,189
378,2018-04-28,ARI,WSN,W 4-3,10.0,8,3,3,3,10,2,0,128,90,1,0,41,36,3,0,1,2,0,0,1,1,0,0,0,0,2.70,0.432,2.326,1.625,5,32963,196
379,2018-04-28,ATL,PHI,W 4-1,9.0,5,1,1,5,11,1,0,151,100,2,0,36,31,0,0,0,0,0,0,0,0,0,1,0,0,1.00,0.384,3.460,1.025,5,27794,190
380,2018-04-28,BAL,DET,L 5-9,9.0,13,9,8,4,10,2,1,164,103,1,0,45,41,3,0,1,0,0,0,0,1,0,0,1,2,8.00,-0.346,-4.338,.515,4,20896,193
381,2018-04-28,BOS,TBR,L 6-12,9.0,18,12,11,5,9,4,1,174,115,3,1,48,43,4,0,0,0,0,0,1,0,0,0,0,0,11.00,-0.539,-7.006,1.077,4,35795,232
382,2018-04-28,CHC,MIL,W 3-0,9.0,2,0,0,1,10,0,0,122,80,0,0,30,29,1,0,0,0,0,0,0,0,0,1,0,1,0.00,0.551,4.742,.985,4,40147,157
383,2018-04-28,CIN,MIN,L 1-3,8.0,8,3,2,3,6,1,1,152,93,2,0,35,31,3,0,0,0,0,1,0,0,0,0,0,0,2.25,-0.041,1.179,.793,3,27115,178
384,2018-04-28,CLE,SEA,L 4-12,9.0,12,12,10,3,6,4,2,168,108,2,0,44,38,3,0,0,1,0,1,0,2,0,0,0,0,10.00,-0.411,-6.958,.349,5,19172,180
385,2018-04-28,COL,MIA,L 1-4,8.0,8,4,2,3,7,1,2,143,90,0,0,35,32,2,0,0,0,0,0,1,1,0,0,0,0,2.25,-0.125,-0.161,.747,3,9659,164
386,2018-04-28,DET,BAL,W 9-5,9.0,8,5,5,5,4,0,0,147,88,5,4,39,33,1,1,0,1,0,0,1,0,0,0,0,0,5.00,0.154,-0.338,.610,4,20896,193
387,2018-04-28,MIA,COL,W 4-1,9.0,4,1,1,2,8,1,0,123,77,2,0,35,30,2,0,0,3,0,0,1,1,0,0,0,0,1.00,0.373,3.319,1.093,5,9659,164
388,2018-04-28,HOU,OAK,W 11-0,9.0,3,0,0,1,8,0,0,131,84,0,0,29,28,0,0,0,0,0,0,2,0,0,0,0,0,0.00,0.161,4.319,.252,3,41493,194
389,2018-04-28,MIL,CHC,L 0-3,8.0,6,3,3,2,9,0,0,132,91,0,0,33,28,2,0,0,1,2,0,0,1,0,0,0,0,3.38,0.050,1.215,.716,3,40147,157
390,2018-04-28,MIN,CIN,W 3-1,9.0,6,1,1,5,4,1,0,137,84,1,0,37,32,2,0,1,0,0,0,1,0,0,0,0,0,1.00,0.459,3.701,1.579,4,27115,178
391,2018-04-28,NYM,SDP,L 2-12,8.0,13,12,12,4,10,2,0,163,103,0,0,43,38,3,1,0,1,0,0,0,2,0,0,0,1,13.50,-0.368,-8.118,.244,4,42778,170
392,2018-04-28,NYY,LAA,W 11-1,9.0,7,1,1,3,12,1,0,146,95,0,0,36,33,1,0,0,0,0,0,1,0,0,0,0,1,1.00,0.048,3.560,.068,3,44649,189
393,2018-04-28,OAK,HOU,L 0-11,8.0,13,11,10,6,6,4,1,185,104,2,1,43,34,2,0,0,0,0,3,0,0,1,0,0,1,11.25,-0.339,-7.161,.327,6,41493,194
394,2018-04-28,PHI,ATL,L 1-4,9.0,9,4,4,5,7,1,0,149,93,1,0,40,34,0,1,0,0,0,1,1,2,0,0,0,0,4.00,-0.116,0.460,.595,5,27794,190
395,2018-04-28,PIT,STL,W 6-2,9.0,5,2,2,2,5,0,0,142,92,0,0,35,31,2,0,0,0,2,0,0,0,0,0,0,0,2.00,0.221,2.600,1.103,4,18568,194
396,2018-04-28,SDP,NYM,W 12-2,9.0,4,2,2,2,9,1,0,109,66,1,0,33,31,0,0,0,0,0,0,0,0,0,0,0,0,2.00,0.132,2.368,.281,3,42778,170
397,2018-04-28,SEA,CLE,W 12-4,9.0,6,4,4,2,10,1,0,136,87,0,0,35,32,1,0,0,0,0,1,0,0,0,0,0,0,4.00,0.089,1.042,.464,4,19172,180
398,2018-04-28,STL,PIT,L 2-6,8.0,9,6,5,7,3,1,1,151,87,6,4,39,29,1,0,1,1,0,2,3,0,0,0,0,0,5.62,-0.281,-1.911,1.130,5,18568,194
399,2018-04-28,TBR,BOS,W 12-6,9.0,12,6,6,3,14,1,0,157,105,4,0,43,38,3,0,0,1,0,1,1,0,0,0,0,3,6.00,-0.039,-1.007,1.249,5,35795,232
400,2018-04-28,TEX,TOR,W 7-4,9.0,7,4,4,1,4,3,0,130,84,1,0,35,34,1,1,0,0,0,0,0,0,0,0,0,0,4.00,0.261,0.994,.654,4,39176,180
401,2018-04-28,TOR,TEX,L 4-7,9.0,9,7,5,5,12,3,2,173,105,0,0,41,36,1,1,0,0,0,0,1,2,0,0,0,3,5.00,-0.240,-2.006,.498,5,39176,180
402,2018-04-28,WSN,ARI,L 3-4,10.0,9,4,4,4,7,2,0,139,97,5,1,41,37,1,0,0,0,0,0,2,0,0,0,0,0,3.60,-0.067,1.326,1.815,8,32963,196
403,2018-04-28 (1),CHW,KCR,W 8-0,9.0,6,0,0,3,5,0,0,140,83,0,0,35,32,1,0,0,0,0,0,1,0,0,0,0,0,0.00,0.261,4.852,.608,2,16971,169
404,2018-04-28 (1),KCR,CHW,L 0-8,9.0,15,8,8,3,8,1,0,148,100,2,2,43,40,3,0,0,0,0,0,1,0,0,0,0,0,8.00,-0.239,-3.147,.582,3,16971,169
405,2018-04-28 (1),LAD,SFG,W 15-6,9.0,12,6,6,3,10,2,0,180,119,2,0,42,39,0,0,0,0,0,0,0,2,0,0,0,1,6.00,-0.046,-1.540,.420,6,41809,233
406,2018-04-28 (1),SFG,LAD,L 6-15,9.0,20,15,14,6,8,1,1,215,136,4,0,55,46,6,2,0,3,0,0,0,1,0,0,0,0,14.00,-0.545,-10.540,.449,5,41809,233
407,2018-04-28 (2),CHW,KCR,L 2-5,8.0,8,5,5,7,7,0,0,150,88,0,0,38,31,3,0,0,0,0,0,0,2,1,0,0,0,5.62,-0.173,-0.687,.706,2,16070,159
408,2018-04-28 (2),KCR,CHW,W 5-2,9.0,6,2,2,1,11,1,0,123,80,0,0,32,31,1,0,0,0,0,0,2,1,0,0,0,0,2.00,0.327,2.852,.964,3,16070,159
409,2018-04-28 (2),LAD,SFG,L 3-8,8.0,9,8,8,4,7,0,0,124,84,2,2,37,33,2,0,1,0,0,0,1,0,0,0,0,0,9.00,-0.431,-4.036,.999,3,40608,178
410,2018-04-28 (2),SFG,LAD,W 8-3,9.0,5,3,3,5,6,1,0,161,92,5,1,36,30,1,0,0,0,1,0,1,0,0,0,0,0,3.00,0.068,1.460,.953,5,40608,178
411,2018-04-27,LAA,NYY,L 3-4,10.0,7,4,3,4,13,1,1,159,106,1,1,41,34,3,0,1,0,0,3,0,0,0,0,0,2,2.70,-0.279,1.068,1.940,6,40416,195
412,2018-04-27,ARI,WSN,W 5-4,9.0,11,4,4,3,11,1,0,163,104,0,0,41,37,1,0,0,0,0,1,0,0,0,0,0,0,4.00,0.348,0.794,1.618,5,26517,182
413,2018-04-27,ATL,PHI,L 3-7,8.0,9,7,7,4,6,3,0,127,77,0,0,36,30,1,0,0,1,1,0,1,0,0,1,0,0,7.88,-0.282,-3.037,.791,4,27076,170
414,2018-04-27,BAL,DET,W 6-0,9.0,2,0,0,2,7,0,0,127,80,0,0,32,29,1,0,0,1,0,0,0,0,0,0,0,1,0.00,0.423,4.661,.752,3,14223,146
415,2018-04-27,BOS,TBR,L 3-4,9.0,10,4,4,3,5,3,0,139,87,1,0,37,33,1,0,0,1,0,0,2,0,2,0,0,0,4.00,-0.029,0.994,.578,3,32620,190
416,2018-04-27,CHC,MIL,W 3-2,9.0,4,2,1,4,10,0,1,155,101,5,1,36,30,1,0,0,0,0,2,0,1,0,0,0,0,1.00,0.468,2.742,1.484,6,35579,183
417,2018-04-27,CHW,KCR,W 7-4,11.0,12,4,2,1,4,1,2,173,113,3,2,47,44,2,0,0,2,0,0,2,0,0,0,0,1,1.64,0.353,1.931,1.512,6,15395,214
418,2018-04-27,CIN,MIN,W 15-9,9.0,14,9,8,6,9,2,1,202,119,3,0,45,39,5,0,0,0,0,0,2,0,0,0,0,0,8.00,-0.261,-4.299,.765,6,25002,240
419,2018-04-27,CLE,SEA,W 6-5,9.0,6,5,5,3,10,2,0,124,85,1,1,35,32,1,0,0,0,0,0,1,0,0,0,0,0,5.00,0.289,0.044,.547,2,16335,156
420,2018-04-27,COL,MIA,W 1-0,9.0,6,0,0,4,10,0,0,162,106,4,0,37,33,2,0,0,0,0,0,0,0,0,0,0,0,0.00,0.807,4.318,2.146,6,5931,196
421,2018-04-27,DET,BAL,L 0-6,8.0,8,6,6,1,5,3,0,114,72,0,0,33,32,2,0,1,0,0,0,0,1,0,0,0,1,6.75,-0.078,-1.857,.426,2,14223,146
422,2018-04-27,MIA,COL,L 0-1,9.0,7,1,1,6,8,0,0,138,87,0,0,38,30,3,0,3,0,2,0,0,0,1,1,0,0,1.00,0.308,3.319,1.111,3,5931,196
423,2018-04-27,HOU,OAK,L 1-8,9.0,10,8,8,0,7,3,0,135,90,1,0,36,36,1,1,0,0,0,0,1,0,0,0,0,1,8.00,-0.275,-3.681,.580,4,32636,150
424,2018-04-27,KCR,CHW,L 4-7,11.0,12,7,7,1,6,2,0,174,125,0,0,44,42,2,2,0,0,1,0,1,0,0,0,0,0,5.73,-0.147,-1.070,1.224,5,15395,214
425,2018-04-27,LAD,SFG,L 4-6,8.0,9,6,6,3,9,2,0,152,89,3,2,36,32,1,0,0,0,0,1,0,0,0,0,1,1,6.75,-0.522,-2.035,1.056,5,41936,207
426,2018-04-27,MIL,CHC,L 2-3,8.0,7,3,2,1,6,0,1,148,96,2,1,33,30,2,0,0,0,2,0,0,1,0,0,0,0,2.25,-0.032,1.216,1.122,5,35579,183
427,2018-04-27,MIN,CIN,L 9-15,9.0,20,15,14,6,8,3,1,176,103,7,4,54,45,5,1,0,1,0,2,1,0,0,0,0,1,14.00,-0.762,-10.298,.869,6,25002,240
428,2018-04-27,NYM,SDP,W 5-1,9.0,6,1,1,4,8,1,0,135,86,2,0,34,29,0,0,0,0,1,0,2,0,1,0,0,0,1.00,0.441,3.368,.996,4,29977,160
429,2018-04-27,NYY,LAA,W 4-3,10.0,6,3,3,1,9,1,0,134,91,0,0,35,34,1,1,0,0,0,0,1,0,1,0,0,1,2.70,0.222,2.068,1.543,4,40416,195
430,2018-04-27,OAK,HOU,W 8-1,9.0,5,1,0,1,8,0,1,110,75,0,0,33,32,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.225,3.319,.774,3,32636,150
431,2018-04-27,PHI,ATL,W 7-3,9.0,9,3,3,1,8,0,0,134,95,0,0,37,36,3,0,0,0,0,0,1,3,0,0,0,0,3.00,0.218,1.461,1.034,3,27076,170
432,2018-04-27,PIT,STL,W 6-5,11.0,7,5,4,5,11,1,1,156,94,1,0,44,37,3,0,0,0,1,1,0,0,1,0,0,1,3.27,0.097,0.623,.737,6,15748,214
433,2018-04-27,SDP,NYM,L 1-5,9.0,9,5,5,4,7,1,0,133,85,2,2,39,33,2,0,0,1,1,0,2,0,0,0,0,0,5.00,-0.059,-0.632,.796,4,29977,160
434,2018-04-27,SEA,CLE,L 5-6,8.0,13,6,6,0,9,5,0,130,92,0,0,38,36,4,1,0,1,0,1,0,0,0,0,0,0,6.75,-0.211,-1.517,.318,3,16335,156
435,2018-04-27,SFG,LAD,W 6-4,9.0,8,4,4,7,7,0,0,183,111,1,0,41,33,3,0,0,0,1,0,0,2,1,0,0,0,4.00,-0.023,0.462,1.179,6,41936,207
436,2018-04-27,STL,PIT,L 5-6,10.2,11,6,5,4,11,1,1,187,120,5,0,48,42,2,0,1,1,0,1,1,0,0,0,0,2,4.22,-0.402,-0.611,1.793,7,15748,214
437,2018-04-27,TBR,BOS,W 4-3,9.0,8,3,3,1,11,0,0,138,88,0,0,35,34,5,0,0,0,0,0,2,1,0,0,0,0,3.00,0.471,1.994,1.615,3,32620,190
438,2018-04-27,TEX,TOR,W 6-4,9.0,10,4,4,1,5,0,0,129,85,1,0,38,36,5,1,0,1,0,0,0,0,0,0,0,2,4.00,0.293,0.994,1.213,5,26312,170
439,2018-04-27,TOR,TEX,L 4-6,9.0,10,6,6,2,7,1,0,141,91,1,0,38,34,2,0,0,0,2,0,0,0,1,0,0,1,6.00,-0.207,-1.006,.961,4,26312,170
440,2018-04-27,WSN,ARI,L 4-5,9.0,6,5,5,2,8,1,0,119,80,1,0,34,31,1,1,0,0,0,1,0,0,2,0,0,0,5.00,-0.153,-0.207,.977,4,26517,182
441,2018-04-26,ARI,PHI,W 8-2,9.0,9,2,2,2,7,0,0,148,93,0,0,35,33,3,0,0,0,0,0,3,0,0,0,0,2,2.00,0.132,2.460,.380,3,20335,192
442,2018-04-26,ATL,CIN,W 7-4,9.0,6,4,4,4,10,1,0,155,95,0,0,37,33,1,0,0,0,0,0,0,0,0,0,0,0,4.00,0.147,0.652,1.112,4,11919,161
443,2018-04-26,BAL,TBR,L 5-9,9.0,13,9,7,1,10,2,2,140,100,1,0,41,39,3,0,0,1,0,0,0,2,0,0,0,0,7.00,-0.354,-4.338,.383,5,9596,200
444,2018-04-26,BOS,TOR,W 5-4,9.0,6,4,4,4,8,2,0,163,103,1,0,38,32,2,1,0,1,0,1,0,0,0,0,0,0,4.00,0.384,0.993,1.537,4,23571,188
445,2018-04-26,CHC,MIL,W 1-0,9.0,6,0,0,0,6,0,0,120,72,0,0,31,31,2,0,0,0,0,0,1,1,1,1,0,0,0.00,0.752,4.742,1.260,3,37197,142
446,2018-04-26,CHW,KCR,W 6-3,9.0,12,3,3,2,6,1,0,154,95,3,0,41,38,3,0,0,1,0,0,1,0,0,0,0,0,3.00,0.233,1.852,1.322,5,18315,188
447,2018-04-26,CIN,ATL,L 4-7,9.0,13,7,7,2,4,2,0,113,81,1,0,40,37,5,0,2,0,1,0,0,0,1,1,0,0,7.00,-0.353,-2.349,.889,5,11919,161
448,2018-04-26,CLE,SEA,L 4-5,9.0,10,5,5,2,6,0,0,121,83,1,0,37,35,4,1,1,0,0,0,2,0,0,0,0,0,5.00,-0.234,0.044,.785,5,12133,166
449,2018-04-26,DET,PIT,L 0-1,8.1,6,1,1,2,11,1,0,139,87,0,0,32,30,3,0,1,0,0,0,1,1,0,0,0,0,1.08,0.194,3.330,1.309,4,12049,156
450,2018-04-26,KCR,CHW,L 3-6,9.0,9,6,6,2,6,5,0,142,91,1,0,38,35,0,0,0,1,0,0,1,1,0,0,0,2,6.00,-0.268,-1.148,.505,3,18315,188
451,2018-04-26,MIL,CHC,L 0-1,8.0,7,1,1,1,3,1,0,95,68,0,0,29,28,0,0,0,0,0,0,1,0,2,1,0,0,1.12,0.252,3.215,.962,2,37197,142
452,2018-04-26,MIN,NYY,L 3-4,8.0,5,4,3,3,12,1,1,132,81,0,0,32,28,1,0,0,0,0,1,0,0,0,1,0,1,3.38,-0.452,0.394,1.318,4,40758,185
453,2018-04-26,NYM,STL,L 3-4,12.1,11,4,3,2,11,0,1,190,131,2,1,50,47,3,0,0,1,0,0,1,0,1,0,0,0,2.19,-0.078,1.396,2.059,6,37762,251
454,2018-04-26,NYY,MIN,W 4-3,9.0,8,3,3,4,12,2,0,166,113,0,0,39,35,1,0,0,0,0,0,0,0,0,0,0,0,3.00,0.048,1.944,.661,3,40758,185
455,2018-04-26,PHI,ARI,L 2-8,9.0,11,8,8,7,10,3,0,167,101,1,1,43,36,4,0,1,0,0,0,1,0,0,0,0,0,8.00,-0.368,-3.540,.381,4,20335,192
456,2018-04-26,PIT,DET,W 1-0,9.0,8,0,0,1,5,0,0,114,76,0,0,35,34,1,1,0,0,0,0,1,0,1,0,0,1,0.00,0.695,4.601,1.706,2,12049,156
457,2018-04-26,SEA,CLE,W 5-4,9.0,7,4,4,4,14,1,0,150,100,2,2,39,34,2,0,0,1,0,0,0,1,0,0,0,2,4.00,0.266,1.042,1.463,6,12133,166
458,2018-04-26,STL,NYM,W 4-3,13.0,9,3,3,2,8,0,0,193,128,3,0,53,47,1,0,0,3,0,1,1,0,0,0,0,0,2.08,0.423,3.588,1.534,7,37762,251
459,2018-04-26,TBR,BAL,W 9-5,9.0,16,5,5,1,9,2,0,171,110,4,0,42,39,1,0,0,2,0,0,4,1,0,0,0,0,5.00,0.146,-0.338,.830,5,9596,200
460,2018-04-26,TOR,BOS,L 4-5,9.0,8,5,5,3,9,1,0,153,101,0,0,37,33,3,0,0,0,0,1,0,1,0,1,0,0,5.00,-0.116,-0.006,.954,4,23571,188
461,2018-04-25,LAA,HOU,L 2-5,8.0,5,5,5,4,8,2,0,135,79,2,0,33,28,2,0,0,1,0,0,0,0,0,1,0,0,5.62,-0.181,-1.162,.582,3,29777,164
462,2018-04-25,ARI,PHI,L 3-5,8.0,10,5,5,1,11,1,0,123,81,0,0,32,30,2,0,0,0,0,1,1,0,1,0,0,0,5.62,-0.353,-1.035,.924,3,21349,175
463,2018-04-25,ATL,CIN,W 5-4,9.0,12,4,4,4,3,1,0,131,84,0,0,41,37,3,0,1,0,0,0,2,0,0,0,0,0,4.00,0.167,0.652,1.414,4,13113,187
464,2018-04-25,BAL,TBR,L 4-8,9.0,14,8,8,2,4,1,0,131,83,2,0,42,38,5,0,0,1,0,1,2,2,0,0,0,0,8.00,-0.532,-3.339,.877,4,8730,173
465,2018-04-25,BOS,TOR,W 4-3,9.0,6,3,3,1,5,1,0,136,84,0,0,35,34,1,0,0,0,0,0,0,1,0,0,0,0,3.00,0.430,1.995,1.313,4,18914,184
466,2018-04-25,CHC,CLE,L 1-4,8.0,6,4,4,3,4,3,0,125,73,0,0,33,29,0,0,0,0,1,0,0,0,0,0,0,0,4.50,-0.073,0.483,.609,3,15712,170
467,2018-04-25,CHW,SEA,L 3-4,9.0,8,4,4,6,7,1,0,156,92,3,0,41,35,2,0,1,0,0,0,0,1,0,1,0,0,4.00,-0.015,0.661,1.326,5,11417,177
468,2018-04-25,CIN,ATL,L 4-5,9.0,13,5,4,2,8,1,1,151,101,2,1,43,40,2,0,1,1,0,0,0,2,0,0,0,0,4.00,-0.334,-0.348,1.678,4,13113,187
469,2018-04-25,CLE,CHC,W 4-1,9.0,5,1,1,3,11,0,0,143,89,2,0,37,33,1,0,0,1,0,0,0,0,0,0,0,2,1.00,0.426,4.043,1.194,5,15712,170
470,2018-04-25,COL,SDP,W 5-2,9.0,4,2,2,4,16,0,0,165,102,0,0,33,28,1,0,0,0,0,1,0,0,2,0,0,3,2.00,0.363,3.350,.815,4,32989,186
471,2018-04-25,MIA,LAD,W 8-6,9.0,9,6,6,4,12,2,0,191,123,3,0,40,36,1,1,0,0,0,0,0,0,0,0,0,0,6.00,0.308,-1.491,.776,4,39004,234
472,2018-04-25,HOU,LAA,W 5-2,9.0,4,2,2,0,11,1,0,117,86,0,0,31,31,1,0,0,0,0,0,0,0,0,0,0,0,2.00,0.318,2.319,.619,3,29777,164
473,2018-04-25,KCR,MIL,L 2-6,9.0,8,6,4,3,3,0,2,155,96,3,1,40,35,2,0,0,0,0,2,0,0,0,0,0,0,4.00,-0.185,-1.147,.708,4,13389,177
474,2018-04-25,LAD,MIA,L 6-8,9.0,11,8,6,7,15,3,2,199,121,1,0,47,40,2,0,0,0,0,0,0,1,0,0,0,2,6.00,-0.193,-3.491,.936,6,39004,234
475,2018-04-25,MIL,KCR,W 6-2,9.0,7,2,2,2,7,1,0,121,78,3,0,35,33,2,0,0,0,0,0,1,1,0,0,0,0,2.00,0.315,2.854,1.102,5,13389,177
476,2018-04-25,MIN,NYY,L 4-7,8.0,11,7,7,7,8,2,0,179,108,2,0,42,32,3,0,2,0,1,2,0,0,0,0,0,0,7.88,-0.349,-2.607,.734,6,39243,220
477,2018-04-25,NYM,STL,L 1-9,8.0,7,9,5,2,7,1,4,152,92,3,2,38,31,1,0,0,2,2,1,0,0,0,0,0,0,5.62,-0.385,-4.947,.680,2,38045,167
478,2018-04-25,NYY,MIN,W 7-4,9.0,10,4,4,6,9,1,0,169,104,6,0,42,36,1,0,0,0,0,0,0,0,1,0,0,0,4.00,0.150,0.942,1.400,5,39243,220
479,2018-04-25,OAK,TEX,L 2-4,8.0,8,4,4,5,11,0,0,149,86,0,0,37,32,1,1,0,0,0,0,1,1,0,0,0,0,4.50,-0.058,0.519,1.164,3,19121,179
480,2018-04-25,PHI,ARI,W 5-3,9.0,5,3,1,4,6,0,2,150,86,1,0,36,30,0,0,0,0,0,2,2,1,0,0,0,1,1.00,0.147,1.460,1.478,4,21349,175
481,2018-04-25,SDP,COL,L 2-5,8.0,9,5,4,4,11,0,1,154,98,0,0,37,31,0,1,0,0,0,2,1,0,0,0,0,0,4.50,-0.137,-0.243,.578,5,32989,186
482,2018-04-25,SEA,CHW,W 4-3,9.0,7,3,3,2,12,1,0,141,93,0,0,35,33,1,0,0,0,0,0,1,1,0,0,0,0,3.00,0.484,1.661,1.395,4,11417,177
483,2018-04-25,SFG,WSN,L 2-15,9.0,18,15,12,6,6,1,3,190,118,3,2,53,46,4,0,1,1,0,0,0,2,0,0,0,3,12.00,-0.396,-10.541,.428,5,35126,193
484,2018-04-25,STL,NYM,W 9-1,9.0,7,1,1,1,12,0,0,143,96,0,0,35,34,0,0,0,0,0,0,1,0,0,0,0,0,1.00,0.115,3.560,.633,2,38045,167
485,2018-04-25,TBR,BAL,W 8-4,9.0,5,4,4,3,10,1,0,138,90,0,0,35,32,4,0,0,0,0,0,0,0,0,0,0,0,4.00,-0.032,0.661,.742,5,8730,173
486,2018-04-25,TEX,OAK,W 4-2,9.0,4,2,2,3,8,1,0,151,97,1,0,34,31,0,0,0,0,0,0,0,0,0,0,0,0,2.00,0.443,3.084,1.043,5,19121,179
487,2018-04-25,TOR,BOS,L 3-4,9.0,6,4,4,6,10,2,0,157,96,3,0,41,33,1,0,0,2,0,0,1,2,0,0,0,0,4.00,-0.071,0.994,1.242,6,18914,184
488,2018-04-25,WSN,SFG,W 15-2,9.0,7,2,2,3,11,0,0,140,98,0,0,38,34,3,1,0,1,0,0,0,0,0,0,0,2,2.00,0.104,2.461,.331,4,35126,193
489,2018-04-25 (1),DET,PIT,W 13-10,9.0,14,10,7,4,6,2,3,201,119,5,0,46,42,2,0,0,0,0,0,0,0,0,0,0,1,7.00,-0.335,-5.400,1.348,7,,231
490,2018-04-25 (1),PIT,DET,L 10-13,9.0,20,13,10,3,11,4,3,171,122,1,1,52,48,6,0,2,0,0,1,0,0,0,0,0,1,10.00,-0.833,-8.400,.832,5,,231
491,2018-04-25 (2),DET,PIT,L 3-8,8.0,15,8,7,6,7,1,1,194,120,3,0,45,38,2,0,1,0,1,0,0,0,0,0,0,1,7.88,-0.310,-3.911,.639,5,9396,189
492,2018-04-25 (2),PIT,DET,W 8-3,9.0,7,3,3,2,9,1,0,143,88,0,0,34,32,2,1,0,0,0,0,0,2,0,0,0,1,3.00,0.191,1.600,.942,4,9396,189
493,2018-04-24,LAA,HOU,W 8-7,9.0,14,7,7,7,11,2,0,178,104,5,2,45,38,1,0,0,0,0,0,1,0,1,0,0,1,7.00,-0.172,-2.682,1.932,6,36457,228
494,2018-04-24,ARI,PHI,W 8-4,9.0,7,4,4,4,16,0,0,176,111,2,1,38,32,1,0,0,1,0,1,1,0,0,0,0,0,4.00,0.019,0.461,1.354,6,18195,229
495,2018-04-24,ATL,CIN,L 7-9,11.0,12,9,7,4,7,3,2,179,120,0,0,49,42,1,0,1,0,2,1,0,2,0,0,0,0,5.73,-0.217,-3.314,1.049,7,14139,246
496,2018-04-24,BOS,TOR,L 3-4,9.1,5,4,4,3,11,1,0,132,84,0,0,37,34,2,0,0,0,0,0,0,0,0,0,0,1,3.86,-0.229,1.253,.931,3,20070,171
497,2018-04-24,CHC,CLE,W 10-3,9.0,9,3,2,6,10,0,1,135,77,1,0,38,31,2,0,0,0,1,0,2,0,0,1,0,1,2.00,0.218,2.043,.652,4,16408,180
498,2018-04-24,CHW,SEA,L 0-1,9.0,5,1,1,1,5,0,0,141,93,0,0,34,32,1,0,0,1,0,0,0,0,1,1,0,0,1.00,0.347,3.661,.941,3,10761,172
499,2018-04-24,CIN,ATL,W 9-7,12.0,11,7,7,4,15,3,0,204,128,3,2,51,46,2,0,0,1,0,0,1,0,0,0,0,0,5.25,0.283,-0.798,1.476,5,14139,246
500,2018-04-24,CLE,CHC,L 3-10,9.0,15,10,10,1,9,4,0,160,111,0,0,43,42,4,0,0,0,0,0,0,0,0,0,0,1,10.00,-0.282,-4.958,.365,6,16408,180
501,2018-04-24,COL,SDP,W 8-0,9.0,4,0,0,2,12,0,0,113,74,0,0,32,30,1,0,0,0,0,0,1,0,0,0,0,0,0.00,0.163,5.352,.282,3,23727,144
