Rk,Date,Tm,Opp,Rslt,IP,H,R,ER,BB,SO,HR,UER,Pit,Str,IR,IS,BF,AB,2B,3B,IBB,HBP,SH,SF,GDP,SB,CS,PO,BK,WP,ERA,WPA,RE24,aLI,#,Attendance,GmLen
88,2018-05-09,CIN,NYM,W 2-1,10.0,4,1,1,2,10,0,0,44,29,0,0,36,34,1,1,0,0,0,0,0,1,0,0,0,0,0.90,0.678,4.169,1.300,4,16452,150
89,2018-05-09,CLE,MIL,W 6-2,9.0,5,2,2,1,14,0,0,117,85,,,31,29,1,0,0,0,0,1,2,0,0,0,0,0,2.00,0.319,2.702,.703,1,26345,161
90,2018-05-09,COL,LAA,L 0-8,9.0,12,8,8,5,4,3,0,164,100,0,0,42,37,3,0,0,0,0,0,2,0,0,0,0,0,8.00,-0.169,-2.651,.377,4,33689,190
91,2018-05-09,DET,TEX,L 4-5,9.0,7,5,5,7,8,2,0,149,82,2,0,39,27,0,1,1,2,2,1,2,1,0,0,0,1,5.00,-0.162,0.084,1.635,6,30387,202
92,2018-05-09,MIA,CHC,L 4-13,8.0,17,13,13,4,9,3,0,173,100,0,0,45,39,5,2,0,0,1,1,0,0,0,0,0,0,14.62,-0.333,-8.784,.263,4,34486,193
93,2018-05-09,HOU,OAK,W 4-1,9.0,4,1,1,3,9,0,0,139,89,0,0,33,30,2,0,0,0,0,0,0,0,1,0,0,0,1.00,0.365,3.560,.964,4,18044,163
94,2018-05-09,KCR,BAL,L 3-5,8.0,9,5,5,2,3,1,0,123,81,1,0,34,32,1,0,0,0,0,0,1,0,0,0,0,0,5.62,-0.271,-0.856,1.228,3,14375,165
95,2018-05-09,LAD,ARI,W 6-3,9.0,8,3,3,5,7,1,0,157,98,2,0,39,34,1,0,0,0,0,0,1,0,0,0,0,1,3.00,0.278,1.510,1.252,5,45600,228
96,2018-05-09,MIL,CLE,L 2-6,9.0,11,6,6,2,10,2,0,155,93,0,0,39,37,2,1,0,0,0,0,0,2,0,0,0,0,6.00,-0.182,-1.299,.521,4,26345,161
97,2018-05-09,NYM,CIN,L 1-2,9.0,5,2,2,3,9,1,0,121,78,0,0,35,31,0,0,0,0,1,0,0,0,0,0,0,0,2.00,0.179,2.652,1.504,4,16452,150
98,2018-05-09,NYY,BOS,W 9-6,9.0,12,6,6,5,10,3,0,165,109,3,1,42,36,2,0,1,0,0,1,2,0,0,0,0,0,6.00,-0.277,-1.056,1.071,5,47088,222
99,2018-05-09,OAK,HOU,L 1-4,9.0,10,4,4,0,5,2,0,125,82,0,0,35,35,3,0,0,0,0,0,1,1,1,0,0,0,4.00,-0.135,0.560,.908,3,18044,163
100,2018-05-09,PHI,SFG,W 11-3,9.0,9,3,3,3,11,0,0,175,106,0,0,38,34,2,0,0,0,0,1,1,0,0,0,0,0,3.00,0.250,1.460,.524,4,18448,199
101,2018-05-09,PIT,CHW,W 6-5,9.0,10,5,5,3,8,2,0,150,104,0,0,38,35,3,0,1,0,0,0,1,1,0,0,0,0,5.00,0.062,-0.339,.714,4,12476,166
102,2018-05-09,SDP,WSN,W 2-1,9.0,8,1,1,2,12,1,0,126,84,2,0,34,32,1,0,0,0,0,0,1,0,2,2,0,1,1.00,0.578,3.368,1.563,4,18804,170
103,2018-05-09,SEA,TOR,L 2-5,8.0,12,5,5,2,7,1,0,139,99,3,1,36,34,5,1,0,0,0,0,1,0,0,0,0,1,5.62,-0.234,-0.560,1.418,5,20290,188
104,2018-05-09,SFG,PHI,L 3-11,8.0,10,11,11,7,9,1,0,170,94,5,3,41,33,2,0,0,0,0,1,0,0,1,0,0,3,12.38,-0.250,-7.036,.353,3,18448,199
105,2018-05-09,TBR,ATL,L 2-5,9.0,6,5,5,0,11,1,0,129,86,0,0,34,32,0,0,0,1,0,1,0,2,0,0,0,0,5.00,-0.243,-0.530,.549,4,12082,171
106,2018-05-09,TEX,DET,W 5-4,10.0,10,4,3,3,14,1,1,188,115,4,0,44,39,3,1,0,0,1,1,1,0,0,0,0,1,2.70,0.339,1.648,1.714,6,30387,202
107,2018-05-09,TOR,SEA,W 5-2,9.0,5,2,1,6,8,0,1,149,92,0,0,39,32,2,0,0,1,0,0,0,1,1,1,0,1,1.00,0.267,2.995,1.028,5,20290,188
108,2018-05-09,WSN,SDP,L 1-2,8.0,8,2,2,5,8,0,0,136,78,2,0,35,30,3,0,1,0,0,0,1,3,1,0,0,0,2.25,0.076,1.883,1.312,4,18804,170
109,2018-05-08,LAA,COL,L 2-4,8.0,7,4,4,4,7,0,0,123,74,0,0,35,29,1,1,0,1,1,0,0,0,0,0,0,0,4.50,0.033,0.756,.793,3,33144,162
110,2018-05-08,ARI,LAD,W 8-5,12.0,9,5,5,7,11,2,0,213,127,5,0,52,43,2,0,1,1,1,0,1,0,0,0,0,1,3.75,0.211,1.013,1.978,9,45894,269
111,2018-05-08,ATL,TBR,W 1-0,9.0,5,0,0,5,8,0,0,151,97,1,0,34,29,0,0,0,0,0,0,2,0,0,0,0,0,0.00,0.833,4.471,1.649,5,15382,175
112,2018-05-08,BAL,KCR,L 7-15,9.0,20,15,15,3,6,5,0,192,121,1,1,48,43,0,0,0,0,0,2,2,0,0,0,0,1,15.00,-0.480,-10.339,.143,5,10863,201
113,2018-05-08,BOS,NYY,L 2-3,8.0,6,3,3,5,8,2,0,153,85,4,1,34,29,1,0,0,0,0,0,1,1,0,0,1,1,3.38,-0.023,1.395,1.083,4,45773,209
114,2018-05-08,CHC,MIA,W 4-3,9.0,6,3,3,2,10,1,0,134,90,0,0,35,32,2,0,0,1,0,0,0,0,0,0,0,0,3.00,0.384,1.743,1.007,7,40051,158
115,2018-05-08,CHW,PIT,L 6-10,9.0,16,10,10,4,6,0,0,187,115,1,0,45,40,3,1,0,1,0,0,0,1,1,0,0,0,10.00,-0.591,-5.339,.961,6,12871,233
116,2018-05-08,CIN,NYM,W 7-2,9.0,6,2,2,4,11,1,0,142,86,3,1,36,32,0,0,0,0,0,0,1,0,0,0,0,0,2.00,0.241,2.652,.786,5,14804,176
117,2018-05-08,CLE,MIL,L 2-3,8.0,8,3,3,2,5,2,0,140,90,3,0,34,32,1,0,1,0,0,0,1,0,0,0,0,0,3.38,0.041,1.178,.854,4,35314,169
118,2018-05-08,COL,LAA,W 4-2,9.0,6,2,2,2,8,1,0,129,77,0,0,34,32,0,0,0,0,0,0,1,1,0,0,0,0,2.00,0.533,3.351,1.045,3,33144,162
119,2018-05-08,DET,TEX,W 7-4,9.0,11,4,4,1,11,1,0,150,94,5,1,37,36,1,0,0,0,0,0,2,0,0,0,0,1,4.00,0.218,1.084,1.009,6,18634,184
120,2018-05-08,MIA,CHC,L 3-4,8.0,8,4,4,1,7,0,0,126,86,2,0,34,32,2,0,0,1,0,0,0,0,0,0,0,1,4.50,-0.116,0.215,1.437,4,40051,158
121,2018-05-08,HOU,OAK,W 4-2,9.0,6,2,2,4,7,0,0,132,82,0,0,34,29,2,0,0,0,0,1,3,1,0,0,0,2,2.00,0.388,2.561,1.274,4,9675,166
122,2018-05-08,KCR,BAL,W 15-7,9.0,14,7,7,4,8,3,0,183,115,1,0,45,40,1,0,0,0,0,1,0,0,0,0,0,0,7.00,0.021,-2.339,.072,3,10863,201
123,2018-05-08,LAD,ARI,L 5-8,12.0,12,8,8,5,11,4,0,196,117,0,0,51,45,1,0,0,0,1,0,0,0,1,0,1,1,6.00,-0.287,-1.988,1.239,8,45894,269
124,2018-05-08,MIL,CLE,W 3-2,9.0,6,2,2,2,10,2,0,148,98,2,0,34,32,1,0,0,0,0,0,0,0,0,0,0,0,2.00,0.541,2.702,1.243,5,35314,169
125,2018-05-08,MIN,STL,W 7-1,9.0,2,1,1,2,7,1,0,137,94,0,0,30,27,0,0,0,0,1,0,0,0,1,0,0,0,1.00,0.230,3.561,.666,4,39253,174
126,2018-05-08,NYM,CIN,L 2-7,8.0,12,7,7,3,3,1,0,139,85,4,1,39,34,2,1,0,1,1,0,1,0,0,0,0,0,7.88,-0.258,-2.867,.603,6,14804,176
127,2018-05-08,NYY,BOS,W 3-2,9.0,8,2,2,0,14,0,0,157,107,1,1,36,35,2,1,0,1,0,0,1,1,0,0,0,1,2.00,0.476,2.943,1.556,4,45773,209
128,2018-05-08,OAK,HOU,L 2-4,9.0,12,4,4,2,5,1,0,129,84,1,0,40,37,3,0,0,1,0,0,1,0,1,0,1,1,4.00,-0.113,0.561,.822,4,9675,166
129,2018-05-08,PHI,SFG,W 4-2,9.0,6,2,2,1,17,1,0,143,95,1,0,33,32,1,0,0,0,0,0,0,1,0,1,0,0,2.00,0.350,2.460,.933,4,22456,173
130,2018-05-08,PIT,CHW,W 10-6,9.0,11,6,6,2,10,2,0,194,126,1,0,38,36,1,1,0,0,0,0,2,0,0,0,0,0,6.00,-0.090,-1.339,.823,6,12871,233
131,2018-05-08,SDP,WSN,L 0-4,9.0,9,4,4,1,10,0,0,132,91,0,0,36,33,3,0,0,0,1,1,1,0,0,0,0,0,4.00,-0.032,0.368,.680,2,18989,151
132,2018-05-08,SEA,TOR,W 5-0,9.0,0,0,0,3,7,0,0,99,64,,,29,26,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.317,4.994,.652,1,20513,139
133,2018-05-08,SFG,PHI,L 2-4,8.0,8,4,4,3,6,3,0,125,74,0,0,34,30,1,0,0,1,0,0,2,1,0,0,0,0,4.50,-0.150,-0.036,.618,3,22456,173
134,2018-05-08,STL,MIN,L 1-7,9.0,10,7,5,3,4,1,2,141,88,0,0,42,35,2,0,0,1,2,1,1,1,0,0,0,0,5.00,-0.269,-2.440,.847,4,39253,174
135,2018-05-08,TBR,ATL,L 0-1,9.0,4,1,1,4,9,1,0,152,93,0,0,36,32,0,1,0,0,0,0,0,1,0,0,0,1,1.00,0.334,3.470,.903,3,15382,175
136,2018-05-08,TEX,DET,L 4-7,9.0,9,7,6,3,5,3,1,150,96,0,0,40,34,2,0,0,2,0,1,1,0,1,0,0,0,6.00,-0.283,-1.916,.423,3,18634,184
137,2018-05-08,TOR,SEA,L 0-5,9.0,12,5,5,3,5,1,0,148,90,2,0,41,37,1,0,0,0,0,1,1,1,0,0,0,0,5.00,-0.183,-0.006,.587,5,20513,139
138,2018-05-08,WSN,SDP,W 4-0,9.0,3,0,0,1,8,0,0,116,77,2,0,30,29,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.468,4.368,.861,4,18989,151
139,2018-05-07,CHC,MIA,W 14-2,9.0,6,2,2,0,4,0,0,109,75,0,0,31,30,2,0,0,0,1,0,1,0,0,0,0,0,2.00,0.186,2.742,.352,2,37333,168
140,2018-05-07,CIN,NYM,L 6-7,9.0,13,7,7,2,9,4,0,165,103,0,0,41,37,5,0,0,0,0,2,1,0,0,0,0,0,7.00,-0.235,-2.348,.620,4,15187,167
141,2018-05-07,DET,TEX,L 6-7,8.0,7,7,5,4,10,1,2,140,90,2,2,35,31,2,1,0,0,0,0,0,0,0,0,0,0,5.62,-0.508,-2.483,1.014,5,20057,188
142,2018-05-07,MIA,CHC,L 2-14,8.0,15,14,14,5,7,4,0,188,119,2,1,44,39,3,0,0,0,0,0,0,0,0,0,1,1,15.75,-0.315,-9.785,.278,3,37333,168
143,2018-05-07,HOU,OAK,W 16-2,9.0,8,2,2,2,5,0,0,119,78,0,0,37,35,4,0,0,0,0,0,1,0,0,0,0,0,2.00,0.114,2.561,.192,2,7360,177
144,2018-05-07,MIN,STL,W 6-0,9.0,4,0,0,3,12,0,0,137,88,0,0,34,29,1,0,0,1,1,0,1,0,0,0,0,0,0.00,0.348,4.560,.740,3,40182,175
145,2018-05-07,NYM,CIN,W 7-6,9.0,8,6,6,2,3,3,0,121,73,4,1,37,34,3,0,0,0,0,1,0,0,0,0,0,0,6.00,0.264,-1.349,1.076,4,15187,167
146,2018-05-07,OAK,HOU,L 2-16,9.0,20,16,12,6,4,3,4,175,113,3,2,51,45,5,0,0,0,0,0,2,0,0,0,0,1,12.00,-0.385,-11.440,.346,4,7360,177
147,2018-05-07,PHI,SFG,W 11-0,9.0,6,0,0,4,12,0,0,152,96,1,0,36,32,1,0,0,0,0,0,1,0,0,0,0,0,0.00,0.206,4.460,.492,4,17050,185
148,2018-05-07,SDP,WSN,L 5-8,9.0,8,8,8,7,8,3,0,160,102,0,0,42,34,3,0,0,1,0,0,1,0,0,0,0,0,8.00,-0.338,-3.632,.584,3,17296,180
149,2018-05-07,SFG,PHI,L 0-11,8.0,12,11,10,4,6,4,1,175,116,0,0,42,38,1,0,0,0,0,0,0,2,0,0,0,0,11.25,-0.294,-7.036,.333,4,17050,185
150,2018-05-07,STL,MIN,L 0-6,9.0,11,6,6,3,10,0,0,160,103,1,0,41,36,5,0,1,1,0,1,0,0,0,0,0,1,6.00,-0.151,-1.439,.518,4,40182,175
151,2018-05-07,TEX,DET,W 7-6,9.0,13,6,5,3,9,1,1,152,103,0,0,44,41,4,0,0,0,0,0,1,0,0,0,0,0,5.00,-0.008,-0.916,1.262,5,20057,188
152,2018-05-07,WSN,SDP,W 8-5,9.0,8,5,5,3,9,0,0,152,97,0,0,36,31,1,1,0,1,0,1,1,1,2,0,0,1,5.00,0.163,-0.632,.784,3,17296,180
153,2018-05-06,LAA,SEA,W 8-2,9.0,6,2,2,6,6,1,0,136,79,4,0,37,30,0,0,0,1,0,0,2,0,0,0,0,0,2.00,0.320,2.611,.693,4,40142,191
154,2018-05-06,ARI,HOU,W 3-1,9.0,7,1,1,2,7,1,0,133,83,3,0,37,34,1,1,0,1,0,0,1,0,0,0,0,0,1.00,0.540,4.123,1.482,5,35632,175
155,2018-05-06,ATL,SFG,L 3-4,9.0,10,4,4,5,8,0,0,161,101,1,0,41,34,2,0,1,0,1,1,2,1,0,0,0,0,4.00,-0.144,0.561,.926,6,37896,189
156,2018-05-06,BAL,OAK,L 1-2,8.0,7,2,1,1,8,0,1,133,83,0,0,32,31,2,0,0,0,0,0,0,0,2,0,0,0,1.12,0.120,2.054,.936,3,17112,145
157,2018-05-06,BOS,TEX,W 6-1,9.0,5,1,1,1,14,1,0,127,87,0,0,35,32,0,0,0,2,0,0,1,2,0,0,0,0,1.00,0.367,4.084,.983,3,28360,153
158,2018-05-06,CHC,STL,L 3-4,13.2,10,4,4,8,13,2,0,230,137,5,1,56,47,1,1,1,1,0,0,3,0,1,0,0,0,2.63,0.175,2.989,1.897,8,45438,286
159,2018-05-06,CHW,MIN,L 3-5,9.0,4,5,4,3,6,1,1,140,85,4,3,35,32,1,0,0,0,0,0,0,1,0,0,0,1,4.00,-0.338,-0.339,1.413,5,17424,176
160,2018-05-06,CIN,MIA,L 5-8,9.0,10,8,6,7,13,0,2,189,121,3,0,47,38,2,0,2,1,0,1,0,0,0,0,1,0,6.00,-0.281,-3.348,.521,7,19800,216
161,2018-05-06,CLE,NYY,L 4-7,8.1,6,7,7,6,10,1,0,156,95,3,3,36,30,3,0,2,0,0,0,1,0,0,1,0,0,7.56,-0.446,-2.350,1.572,3,40107,185
162,2018-05-06,COL,NYM,W 3-2,9.0,5,2,2,3,13,0,0,142,88,0,0,35,31,0,0,0,0,0,1,0,0,0,0,0,0,2.00,0.576,2.510,1.615,4,33580,182
163,2018-05-06,DET,KCR,L 2-4,8.0,7,4,4,1,6,0,0,109,70,0,0,30,28,2,0,0,0,0,1,2,4,0,0,0,0,4.50,-0.111,0.313,.615,2,18424,136
164,2018-05-06,MIA,CIN,W 8-5,9.0,9,5,5,5,8,1,0,174,112,1,0,42,36,4,0,0,0,1,0,0,0,0,0,0,0,5.00,0.219,-0.349,.783,6,19800,216
165,2018-05-06,HOU,ARI,L 1-3,8.0,5,3,2,3,10,0,1,121,79,1,1,31,27,1,1,0,0,1,0,0,0,0,0,0,0,2.25,0.042,1.553,1.172,4,35632,175
166,2018-05-06,KCR,DET,W 4-2,9.0,10,2,2,2,8,1,0,128,84,2,1,38,36,1,0,0,0,0,0,1,0,0,0,0,0,2.00,0.389,2.852,1.148,4,18424,136
167,2018-05-06,LAD,SDP,L 0-3,8.0,11,3,3,3,8,1,0,149,97,2,1,36,33,1,1,0,0,0,0,1,0,0,0,0,0,3.38,,,,5,21789,190
168,2018-05-06,MIL,PIT,L 0-9,9.0,13,9,8,4,9,3,1,184,113,1,1,44,39,1,1,0,0,0,1,0,0,0,0,0,0,8.00,-0.230,-4.299,.313,4,38285,182
169,2018-05-06,MIN,CHW,W 5-3,9.0,5,3,3,2,12,0,0,136,88,1,1,35,30,2,0,0,0,2,1,0,0,0,0,0,1,3.00,0.161,1.662,1.227,4,17424,176
170,2018-05-06,NYM,COL,L 2-3,9.0,8,3,3,5,9,2,0,139,88,0,0,38,32,2,0,0,1,0,0,1,2,0,0,0,0,3.00,0.077,1.510,1.233,4,33580,182
171,2018-05-06,NYY,CLE,W 7-4,9.0,4,4,3,2,13,0,1,151,94,2,2,33,30,1,0,0,0,0,1,0,1,0,0,0,0,3.00,0.053,0.943,1.097,4,40107,185
172,2018-05-06,OAK,BAL,W 2-1,9.0,3,1,1,1,9,1,0,112,74,0,0,31,29,0,0,1,0,1,0,0,0,0,0,0,1,1.00,0.620,3.561,1.605,3,17112,145
173,2018-05-06,PHI,WSN,L 4-5,8.0,7,5,5,6,6,1,0,146,89,2,1,36,29,0,0,0,1,0,0,1,0,2,0,0,1,5.62,-0.593,-2.586,1.737,6,30611,213
174,2018-05-06,PIT,MIL,W 9-0,9.0,2,0,0,2,14,0,0,136,82,0,0,30,28,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.270,4.702,.424,2,38285,182
175,2018-05-06,SDP,LAD,W 3-0,9.0,9,0,0,3,12,0,0,161,102,0,0,40,37,1,0,0,0,0,0,0,0,0,0,0,1,0.00,,,.000,4,21789,190
176,2018-05-06,SEA,LAA,L 2-8,9.0,12,8,8,5,9,3,0,169,107,2,2,46,38,2,0,0,2,1,0,1,1,0,0,0,1,8.00,-0.181,-3.389,.582,4,40142,191
177,2018-05-06,SFG,ATL,W 4-3,9.0,9,3,2,2,7,0,1,140,86,1,0,37,35,1,0,0,0,0,0,3,0,0,0,0,1,2.00,0.357,1.561,1.386,5,37896,189
178,2018-05-06,STL,CHC,W 4-3,14.0,9,3,2,4,10,2,1,216,141,2,0,53,48,1,0,0,0,0,1,1,0,0,0,0,1,1.29,0.674,4.094,1.515,7,45438,286
179,2018-05-06,TBR,TOR,L 1-2,9.0,7,2,2,1,8,0,0,129,85,0,0,35,34,2,0,0,0,0,0,0,1,0,0,0,1,2.00,-0.016,2.470,1.225,3,14032,176
180,2018-05-06,TEX,BOS,L 1-6,9.0,10,6,6,2,7,2,0,144,95,0,0,39,36,2,0,0,1,0,0,0,0,0,0,0,0,6.00,-0.133,-0.917,.615,3,28360,153
181,2018-05-06,TOR,TBR,W 2-1,9.0,8,1,1,5,7,1,0,154,93,0,0,36,31,0,0,0,0,0,0,1,1,2,0,1,0,1.00,0.484,3.471,1.868,4,14032,176
182,2018-05-06,WSN,PHI,W 5-4,9.0,9,4,4,2,18,1,0,164,108,2,2,39,36,4,0,1,1,0,0,1,1,0,0,0,0,4.00,-0.093,0.793,1.166,5,30611,213
183,2018-05-05,LAA,SEA,L 8-9,10.1,15,9,8,5,12,1,1,201,130,7,3,51,45,5,0,0,0,1,0,0,1,1,0,0,2,6.97,-1.406,-4.055,2.046,8,36977,269
184,2018-05-05,ARI,HOU,W 4-3,9.0,7,3,3,6,7,1,0,161,100,2,0,40,34,2,0,0,0,0,0,0,0,0,0,0,1,3.00,0.248,2.122,1.476,5,39154,214
185,2018-05-05,ATL,SFG,L 2-11,9.0,18,11,11,2,8,1,0,180,114,3,1,46,42,4,0,0,1,1,0,1,0,0,0,0,0,11.00,-0.485,-6.440,.497,5,38264,178
186,2018-05-05,BAL,OAK,L 0-2,11.1,4,2,2,2,11,1,0,155,94,0,0,40,38,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0.607,3.812,1.369,3,24612,212
187,2018-05-05,BOS,TEX,W 6-5,9.0,6,5,5,3,17,3,0,160,104,3,0,36,33,1,0,1,0,0,0,0,0,0,0,0,0,5.00,0.177,0.084,1.338,4,35728,198
188,2018-05-05,CHC,STL,L 6-8,9.0,7,8,7,7,9,1,1,163,93,1,0,44,34,2,0,0,2,0,1,0,2,0,0,0,0,7.00,-0.673,-3.440,1.643,6,47154,222
189,2018-05-05,CHW,MIN,L 4-8,9.0,11,8,8,8,8,1,0,174,104,3,2,44,36,3,0,0,0,0,0,0,0,1,0,0,0,8.00,-0.394,-3.339,.437,4,23765,203
190,2018-05-05,CIN,MIA,L 0-6,9.0,8,6,6,0,8,2,0,136,90,2,2,36,34,1,0,0,1,1,0,0,0,0,1,0,0,6.00,-0.084,-1.348,.549,4,19609,160
191,2018-05-05,CLE,NYY,L 2-5,8.0,4,5,3,3,11,0,2,129,83,0,0,32,28,1,0,0,0,0,1,0,0,0,0,0,0,3.38,-0.208,-0.605,.907,2,43075,151
192,2018-05-05,COL,NYM,W 2-0,9.0,6,0,0,2,3,0,0,125,79,0,0,34,32,1,0,0,0,0,0,0,1,0,0,0,0,0.00,0.734,4.510,1.504,3,37550,148
193,2018-05-05,DET,KCR,W 3-2,9.0,5,2,1,3,10,1,1,155,100,0,0,37,34,2,0,0,0,0,0,0,0,0,0,0,0,1.00,0.518,2.852,1.481,6,20708,186
194,2018-05-05,MIA,CIN,W 6-0,9.0,4,0,0,2,10,0,0,136,89,2,0,31,29,1,0,0,0,0,0,4,0,0,0,0,0,0.00,0.415,4.652,.907,4,19609,160
195,2018-05-05,HOU,ARI,L 3-4,8.2,6,4,4,8,7,1,0,156,84,5,1,40,30,2,0,0,1,0,1,0,1,0,0,0,0,4.15,-0.253,0.302,1.393,6,39154,214
196,2018-05-05,KCR,DET,L 2-3,9.0,12,3,3,3,6,0,0,142,94,2,0,40,37,5,1,0,0,0,0,1,0,1,0,0,0,3.00,0.018,1.852,.676,4,20708,186
197,2018-05-05,LAD,SDP,L 4-7,8.0,9,7,7,5,10,2,0,148,87,3,0,36,30,1,1,0,0,0,1,2,0,0,0,0,0,7.88,,,,4,21791,206
198,2018-05-05,MIL,PIT,W 5-3,9.0,4,3,3,4,9,1,0,148,94,0,0,35,30,0,0,0,0,0,1,0,1,0,0,0,1,3.00,0.122,1.701,1.308,3,32720,193
199,2018-05-05,MIN,CHW,W 8-4,9.0,11,4,4,0,11,2,0,152,110,0,0,36,36,4,0,0,0,0,0,2,1,0,0,0,0,4.00,0.105,0.661,.486,3,23765,203
200,2018-05-05,NYM,COL,L 0-2,9.0,6,2,2,3,9,1,0,127,80,0,0,35,31,0,0,2,1,0,0,0,2,0,0,0,1,2.00,0.235,2.510,.924,3,37550,148
201,2018-05-05,NYY,CLE,W 5-2,9.0,5,2,2,2,13,1,0,132,85,0,0,34,32,3,0,0,0,0,0,0,0,0,0,0,0,2.00,0.291,2.944,1.035,3,43075,151
202,2018-05-05,OAK,BAL,W 2-0,12.0,7,0,0,5,20,0,0,192,117,0,0,47,41,3,0,1,1,0,0,0,1,2,0,0,1,0.00,1.107,6.079,1.665,5,24612,212
203,2018-05-05,PHI,WSN,W 3-1,9.0,2,1,1,8,7,1,0,152,94,1,0,36,27,0,0,0,1,0,0,1,0,0,0,0,1,1.00,0.531,3.794,1.293,5,34687,193
204,2018-05-05,PIT,MIL,L 3-5,8.0,9,5,4,6,5,0,1,158,92,2,0,37,31,3,0,1,0,0,0,1,0,0,0,0,2,4.50,-0.378,-0.822,1.431,5,32720,193
205,2018-05-05,SDP,LAD,W 7-4,9.0,10,4,4,5,10,1,0,154,90,3,1,40,33,2,0,0,1,1,0,2,1,0,0,0,0,4.00,,,.000,6,21791,206
206,2018-05-05,SEA,LAA,W 9-8,11.0,17,8,8,3,11,2,0,193,129,0,0,51,47,5,0,0,0,0,1,2,0,1,0,0,0,6.55,-0.906,-2.366,1.381,6,36977,269
207,2018-05-05,SFG,ATL,W 11-2,9.0,7,2,1,2,2,0,1,118,77,4,0,36,34,2,0,0,0,0,0,1,0,0,0,0,0,1.00,0.015,2.560,.392,4,38264,178
208,2018-05-05,STL,CHC,W 8-6,10.0,12,6,6,2,6,2,0,162,106,1,0,45,42,1,0,0,0,1,0,0,0,0,0,0,2,5.40,-0.173,-0.932,1.062,7,47154,222
209,2018-05-05,TBR,TOR,W 5-3,9.0,7,3,3,1,8,2,0,124,82,4,0,33,32,1,0,0,0,0,0,2,0,0,0,0,0,3.00,0.261,1.470,1.113,5,16297,172
210,2018-05-05,TEX,BOS,L 5-6,9.0,9,6,5,3,6,1,1,152,94,2,1,40,35,2,1,0,0,1,1,1,0,0,0,0,0,5.00,-0.322,-0.916,1.505,5,35728,198
211,2018-05-05,TOR,TBR,L 3-5,8.0,6,5,2,7,5,0,3,155,83,1,0,39,29,1,0,0,0,1,2,1,3,0,0,0,0,2.25,-0.240,-1.027,.763,4,16297,172
212,2018-05-05,WSN,PHI,L 1-3,9.0,7,3,3,6,11,1,0,160,93,1,0,38,32,0,1,0,0,0,0,2,0,0,0,0,0,3.00,0.031,1.793,.737,3,34687,193
213,2018-05-04,LAA,SEA,W 5-0,9.0,5,0,0,1,11,0,0,115,75,1,0,31,29,0,0,0,0,0,0,3,0,0,0,0,3,0.00,0.444,4.611,1.117,3,41705,190
214,2018-05-04,ARI,HOU,L 0-8,9.0,14,8,8,4,8,0,0,167,101,1,0,45,41,6,0,0,0,0,0,0,0,0,0,0,2,8.00,-0.307,-2.877,.389,3,29463,170
215,2018-05-04,ATL,SFG,L 4-9,9.0,13,9,9,4,7,2,0,153,93,0,0,43,39,2,1,0,0,0,0,1,0,0,1,0,0,9.00,-0.436,-4.440,.651,4,41807,165
216,2018-05-04,BAL,OAK,L 4-6,8.0,11,6,4,3,10,2,2,187,115,3,0,40,37,3,0,0,0,0,0,0,0,0,0,0,0,4.50,-0.370,-1.946,.800,4,12723,201
217,2018-05-04,BOS,TEX,W 5-1,9.0,4,1,1,1,12,1,0,146,95,0,0,31,30,1,0,0,0,0,0,1,0,0,0,0,0,1.00,0.384,4.084,.854,4,31404,156
218,2018-05-04,CHC,STL,L 2-3,8.0,9,3,0,5,7,1,3,151,92,0,0,36,31,0,0,0,0,0,0,2,0,0,0,0,0,0.00,-0.089,1.054,.682,4,46099,178
219,2018-05-04,CHW,MIN,L 4-6,9.0,12,6,5,4,11,4,1,166,101,3,0,41,37,3,1,0,0,0,0,0,0,1,0,0,2,5.00,-0.267,-1.339,.810,6,15935,199
220,2018-05-04,CIN,MIA,W 4-1,9.0,5,1,1,3,4,1,0,144,86,5,0,33,29,0,0,0,1,0,0,3,0,0,0,0,0,1.00,0.319,3.652,.973,5,22610,175
221,2018-05-04,CLE,NYY,L 6-7,8.2,11,7,6,6,5,3,1,152,98,1,1,44,37,2,0,0,1,0,0,1,0,0,0,0,0,6.23,-0.746,-2.586,1.429,3,46869,202
222,2018-05-04,COL,NYM,W 8-7,9.0,12,7,7,3,12,2,0,179,113,1,1,42,39,1,1,0,0,0,0,0,1,0,0,0,0,7.00,0.122,-2.490,1.060,5,34030,194
223,2018-05-04,DET,KCR,L 2-4,8.0,6,4,4,3,5,0,0,116,75,4,3,30,26,0,0,1,0,0,1,3,1,0,0,0,1,4.50,-0.288,0.313,1.855,3,24648,169
224,2018-05-04,MIA,CIN,L 1-4,8.0,7,4,4,7,6,2,0,149,85,0,0,37,30,2,0,0,0,0,0,1,0,0,0,0,0,4.50,-0.180,0.135,.461,4,22610,175
225,2018-05-04,HOU,ARI,W 8-0,9.0,1,0,0,1,16,0,0,114,82,,,29,28,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.193,5.123,.300,1,29463,170
